pair_code,city,brand,category,female_product,male_product,female_size,male_size,retailer,date_observed,female_price_local,male_price_local,currency,female_on_promo,male_on_promo,female_ppu_local,male_ppu_local,pink_tax_pct,match_quality,confidence,match_notes,ingredient_count_female,ingredient_count_male,ingredient_overlap_pct,top_5_shared,female_unique_count,male_unique_count,jaccard_similarity,data_source,obf_female_match,obf_male_match
KAOMER-SHAMPOO-TKY-AUTO121,Tokyo,Kao/Merit,Shampoo,Kao Merit Shampoo 480ml,Kao Merit Men Shampoo 480ml,480,480,Rakuten Japan,2026-03-10,2445,1316,JPY,0,0,5.09375,2.741667,85.7903,3,HIGH,source=rakuten_jp_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|dimethicone|glycerin,1,1,0.8182,fallback_table,built-in,built-in
KOSESO-FACETONE-TKY-AUTO124,Tokyo,Kose/Softymo,Face Toner,Kose Softymo Speedy Cleansing Toner Women (230ml),Kose Men's Speedy Toner (200ml),230,200,Amazon.co.jp,2026-03-10,845,2980,JPY,0,1,3.673913,14.9,-75.3429,3,HIGH,source=amazon_jp_raw.csv,22,22,100.0,alanine|alcohol|aqua|arginne|aspartic acid,0,0,1.0,api,Leichtkämm spray,Leichtkämm spray
KOSESO-SHAMPOO-TKY-AUTO127,Tokyo,Kose/Softymo,Shampoo,Kose Softymo Speedy Shampoo Women 500ml,Kose Men Softymo Shampoo 500ml,500,500,Amazon.co.jp,2026-03-10,2160,794,JPY,0,0,4.32,1.588,172.0403,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|dimethicone|glycerin,1,1,0.8182,fallback_table,built-in,built-in
KRASTA-HAIROIL-TKY-AUTO129,Tokyo,Kérastase,Hair Oil,Kérastase Elixir Ultime Original Serum Women (125m,Kérastase Genesis Homme Fortifying Serum Men (90ml,100,90,Amazon.co.jp,2026-03-10,4180,4180,JPY,0,1,41.8,46.444444,-10.0,3,HIGH,source=amazon_jp_raw.csv,10,10,60.0,cyclohexasiloxane|cyclopentasiloxane|dimethicone|parfum|phenyl trimethicone,4,4,0.4286,fallback_table,built-in,built-in
KRASTA-SHAMPOO-TKY-AUTO130,Tokyo,Kérastase,Shampoo,Kérastase Bain Satin 1 Shampoo (250ml),Kérastase Homme Bain Energisant (250ml),250,250,Amazon.co.jp,2026-03-10,4180,4180,JPY,1,0,16.72,16.72,0.0,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,aqua|cetyl alcohol|citric acid|cocamidopropyl betaine|dimethicone,1,1,0.8182,fallback_table,built-in,built-in
LION-BARSOAP-TKY-AUTO140,Tokyo,Lion,Bar Soap,Lion Look Natural Select Bar Soap 100g,Lion Look Natural Men Bar Soap 100g,100,100,Amazon.co.jp,2026-03-10,1699,600,JPY,0,0,16.99,6.0,183.1667,3,HIGH,source=amazon_jp_raw.csv,10,10,70.0,aqua|glycerin|parfum|sodium chloride|sodium cocoate,3,3,0.5385,fallback_table,built-in,built-in
LION-BODYWASH-TKY-AUTO142,Tokyo,Lion,Body Wash,Lion Softymo Lux Super Moisture Body Wash 450ml,Lion Softymo Men Speed Wash 450ml,450,450,Amazon.co.jp,2026-03-10,3429,1055,JPY,1,0,7.62,2.344444,225.0238,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,1,1,0.8182,fallback_table,built-in,built-in
LION-CONDITIO-TKY-AUTO143,Tokyo,Lion,Conditioner,Lion Systema Scalp Conditioner Women (400ml),Lion Banon Men Conditioner (400ml),400,400,Amazon.co.jp,2026-03-10,579,598,JPY,0,1,1.4475,1.495,-3.1773,3,HIGH,source=amazon_jp_raw.csv,10,10,80.0,aqua|behentrimonium chloride|cetearyl alcohol|citric acid|dimethicone,2,2,0.6667,fallback_table,built-in,built-in
LION-CONDITIO-TKY-AUTO143,Tokyo,Lion,Conditioner,Lion Systema Scalp Conditioner Women (400ml),Lion Banon Men Conditioner (400ml),400,400,Matsumoto Kiyoshi,2026-03-18,415,415,JPY,0,0,1.0375,1.0375,0.0,3,HIGH,source=matsumoto_raw.csv,10,10,80.0,aqua|behentrimonium chloride|cetearyl alcohol|citric acid|dimethicone,2,2,0.6667,fallback_table,built-in,built-in
LION-CONDITIO-TKY-AUTO143,Tokyo,Lion,Conditioner,Lion Systema Scalp Conditioner Women (400ml),Lion Banon Men Conditioner (400ml),400,400,Rakuten Japan,2026-03-10,2130,1635,JPY,0,0,5.325,4.0875,30.2752,3,HIGH,source=rakuten_jp_raw.csv,10,10,80.0,aqua|behentrimonium chloride|cetearyl alcohol|citric acid|dimethicone,2,2,0.6667,fallback_table,built-in,built-in
LION-TOOTHPAS-TKY-AUTO150,Tokyo,Lion,Toothpaste,Lion Clinica Advantage Fresh Toothpaste 130g,Lion Clinica Men Cool Toothpaste 130g,130,130,Amazon.co.jp,2026-03-10,2980,945,JPY,0,1,22.923077,7.269231,215.3439,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,cellulose gum|glycerin|hydrated silica|sodium fluoride|sodium lauryl sulfate,1,1,0.8182,fallback_table,built-in,built-in
LION-TOOTHPAS-TKY-AUTO150,Tokyo,Lion,Toothpaste,Lion Clinica Advantage Fresh Toothpaste 130g,Lion Clinica Men Cool Toothpaste 130g,130,130,Matsumoto Kiyoshi,2026-03-18,415,415,JPY,0,0,3.192308,3.192308,0.0,3,HIGH,source=matsumoto_raw.csv,10,10,90.0,cellulose gum|glycerin|hydrated silica|sodium fluoride|sodium lauryl sulfate,1,1,0.8182,fallback_table,built-in,built-in
LION-TOOTHPAS-TKY-AUTO150,Tokyo,Lion,Toothpaste,Lion Clinica Advantage Fresh Toothpaste 130g,Lion Clinica Men Cool Toothpaste 130g,130,130,Rakuten Japan,2026-03-10,2870,1000,JPY,0,0,22.076923,7.692308,187.0,3,HIGH,source=rakuten_jp_raw.csv,10,10,90.0,cellulose gum|glycerin|hydrated silica|sodium fluoride|sodium lauryl sulfate,1,1,0.8182,fallback_table,built-in,built-in
LION-TOOTHPAS-TKY-AUTO151,Tokyo,Lion,Toothpaste,Lion Systema Haguki Plus Toothpaste 95g,Lion Systema Men Fresh Toothpaste 95g,95,95,Amazon.co.jp,2026-03-10,882,2120,JPY,0,0,9.284211,22.315789,-58.3962,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,cellulose gum|glycerin|hydrated silica|sodium fluoride|sodium lauryl sulfate,1,1,0.8182,fallback_table,built-in,built-in
LION-TOOTHPAS-TKY-AUTO151,Tokyo,Lion,Toothpaste,Lion Systema Haguki Plus Toothpaste 95g,Lion Systema Men Fresh Toothpaste 95g,95,95,Matsumoto Kiyoshi,2026-03-18,415,415,JPY,0,0,4.368421,4.368421,0.0,3,HIGH,source=matsumoto_raw.csv,10,10,90.0,cellulose gum|glycerin|hydrated silica|sodium fluoride|sodium lauryl sulfate,1,1,0.8182,fallback_table,built-in,built-in
LION-TOOTHPAS-TKY-AUTO152,Tokyo,Lion,Toothpaste,Lion Systema Haguki Women Gel Toothpaste (95g),Lion Dentor Systema Men Toothpaste (95g),95,95,Amazon.co.jp,2026-03-10,4790,4790,JPY,1,1,50.421053,50.421053,0.0,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,cellulose gum|glycerin|hydrated silica|sodium fluoride|sodium lauryl sulfate,1,1,0.8182,fallback_table,built-in,built-in
LOREAL-FACIALCL-TKY-AUTO133,Tokyo,L'Oreal,Facial Cleanser,L'Oreal Paris Pure Clay Face Wash Women 100ml,L'Oreal Men Expert Pure & Matte Face Wash 100ml,100,100,Amazon.co.jp,2026-03-10,5390,5390,JPY,0,0,53.9,53.9,0.0,3,HIGH,source=amazon_jp_raw.csv,10,10,70.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,3,3,0.5385,fallback_table,built-in,built-in
LUX-BARSOAP-TKY-AUTO155,Tokyo,Lux,Bar Soap,Lux Soft Touch Soap 100g,Lux Men Sport Fresh Soap 100g,100,100,Amazon.co.jp,2026-03-10,1236,2749,JPY,0,0,12.36,27.49,-55.0382,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,aqua|etidronic acid|glycerin|parfum|sodium chloride,1,1,0.8182,fallback_table,built-in,built-in
LUX-BODYWASH-TKY-AUTO156,Tokyo,Lux,Body Wash,Lux Velvet Touch Shower Gel 500ml,Lux Men Sport Fresh Shower Gel 500ml,500,500,Amazon.co.jp,2026-03-10,871,937,JPY,0,1,1.742,1.874,-7.0438,3,HIGH,source=amazon_jp_raw.csv,10,10,80.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,2,2,0.6667,fallback_table,built-in,built-in
MAMAEA-BODYWASH-TKY-AUTO158,Tokyo,Mamaearth,Body Wash,Mamaearth Ubtan Body Wash with Turmeric 300ml,Mamaearth Men Charcoal Body Wash 300ml,300,300,Amazon.co.jp,2026-03-10,2085,1890,JPY,0,0,6.95,6.3,10.3175,3,HIGH,source=amazon_jp_raw.csv,10,10,70.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,3,3,0.5385,fallback_table,built-in,built-in
MAMAEA-CONDITIO-TKY-AUTO159,Tokyo,Mamaearth,Conditioner,Mamaearth Onion Conditioner Women (250ml),Mamaearth Men Anti-Dandruff Conditioner (250ml),250,250,Amazon.co.jp,2026-03-10,4400,4180,JPY,1,1,17.6,16.72,5.2632,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,aqua|behentrimonium chloride|bhringraj|cetearyl alcohol|citric acid,1,1,0.8182,fallback_table,built-in,built-in
MAMAEA-FACETONE-TKY-AUTO161,Tokyo,Mamaearth,Face Toner,Mamaearth Rose Water Toner Women 200ml,Mamaearth Men Charcoal Toner 200ml,200,200,Amazon.co.jp,2026-03-10,2085,2200,JPY,1,0,10.425,11.0,-5.2273,3,HIGH,source=amazon_jp_raw.csv,30,30,100.0,acrylates|aqua|beheneth-25 methacrylate copolymer|capryl glucoside|caprylyl,0,0,1.0,api,mamaearth ubtan face wash,mamaearth ubtan face wash
MAMAEA-FACIALCL-TKY-AUTO162,Tokyo,Mamaearth,Facial Cleanser,Mamaearth Ubtan Face Wash 100ml,Mamaearth CFC Free Charcoal Face Wash 100ml,100,100,Amazon.co.jp,2026-03-10,2390,1890,JPY,1,0,23.9,18.9,26.455,3,HIGH,source=amazon_jp_raw.csv,10,10,70.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,3,3,0.5385,fallback_table,built-in,built-in
MANDOM-CONDITIO-TKY-AUTO170,Tokyo,Mandom,Conditioner,Lucido-L Conditioner Women (400ml),Lucido Men Conditioner (400ml),400,400,Amazon.co.jp,2026-03-10,660,398,JPY,0,0,1.65,0.995,65.8291,3,HIGH,source=amazon_jp_raw.csv,9,9,88.9,aqua|behentrimonium chloride|cetearyl alcohol|citric acid|dimethicone,1,1,0.8,generic_category,generic,generic
MANDOM-CONDITIO-TKY-AUTO170,Tokyo,Mandom,Conditioner,Lucido-L Conditioner Women (400ml),Lucido Men Conditioner (400ml),400,400,Matsumoto Kiyoshi,2026-03-18,415,415,JPY,0,0,1.0375,1.0375,0.0,3,HIGH,source=matsumoto_raw.csv,9,9,88.9,aqua|behentrimonium chloride|cetearyl alcohol|citric acid|dimethicone,1,1,0.8,generic_category,generic,generic
MANDOM-CONDITIO-TKY-AUTO170,Tokyo,Mandom,Conditioner,Lucido-L Conditioner Women (400ml),Lucido Men Conditioner (400ml),400,400,Rakuten Japan,2026-03-10,1320,1980,JPY,0,0,3.3,4.95,-33.3333,3,HIGH,source=rakuten_jp_raw.csv,9,9,88.9,aqua|behentrimonium chloride|cetearyl alcohol|citric acid|dimethicone,1,1,0.8,generic_category,generic,generic
MANDOM-FACIALCL-TKY-AUTO171,Tokyo,Mandom,Facial Cleanser,Lucido-L Cleansing Foam Women (130g),Gatsby Facial Wash Ice-type Men (130g),130,130,Amazon.co.jp,2026-03-10,1255,720,JPY,0,0,9.653846,5.538462,74.3055,3,HIGH,source=amazon_jp_raw.csv,7,7,85.7,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,1,1,0.75,generic_category,generic,generic
MANDOM-SHAMPOO-TKY-AUTO174,Tokyo,Mandom,Shampoo,Lucido-L Shampoo Women (400ml),Lucido Men Shampoo (400ml),400,400,Amazon.co.jp,2026-03-10,982,982,JPY,0,0,2.455,2.455,0.0,3,HIGH,source=amazon_jp_raw.csv,9,9,88.9,aqua|citric acid|cocamidopropyl betaine|dimethicone|glycerin,1,1,0.8,generic_category,generic,generic
MANDOM-SHAMPOO-TKY-AUTO174,Tokyo,Mandom,Shampoo,Lucido-L Shampoo Women (400ml),Lucido Men Shampoo (400ml),400,400,Matsumoto Kiyoshi,2026-03-18,415,415,JPY,0,0,1.0375,1.0375,0.0,3,HIGH,source=matsumoto_raw.csv,9,9,88.9,aqua|citric acid|cocamidopropyl betaine|dimethicone|glycerin,1,1,0.8,generic_category,generic,generic
MEDIMI-BARSOAP-TKY-AUTO178,Tokyo,Medimix,Bar Soap,Medimix Ayurvedic Natural Glycerine Soap 100g,Medimix Men Active Soap 100g,100,100,Amazon.co.jp,2026-03-10,2020,3800,JPY,1,1,20.2,38.0,-46.8421,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,aqua|ayurvedic herbs|glycerin|neem|parfum,1,1,0.8182,fallback_table,built-in,built-in
MINIMA-SUNSCREE-TKY-AUTO181,Tokyo,Minimalist,Sunscreen,Minimalist SPF 50 PA++++ Sunscreen Women (50ml),Minimalist Men SPF 30 (50ml),50,50,Amazon.co.jp,2026-03-10,3783,3465,JPY,0,0,75.66,69.3,9.1775,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,aqua|bis-ethylhexyloxyphenol|dimethicone|ethylhexyl triazone|glycerin,1,1,0.8182,fallback_table,built-in,built-in
NEUTRO-FACEMOIS-TKY-AUTO182,Tokyo,Neutrogena,Face Moisturizer,Neutrogena Hydro Boost Water Gel 50ml,Neutrogena Men Hydro Boost Gel 50ml,50,50,Amazon.co.jp,2026-03-10,3856,3650,JPY,0,0,77.12,73.0,5.6438,3,HIGH,source=amazon_jp_raw.csv,21,27,9.5,parfum|phenoxyethanol,19,25,0.0435,api,Hydro Boost Aqua-Gel ,Nottregona
NEUTRO-HANDCREA-TKY-AUTO183,Tokyo,Neutrogena,Hand Cream,Neutrogena Norwegian Formula Hand Cream Women 50ml,Neutrogena Men Norwegian Formula Hand Cream 50ml,50,50,Amazon.co.jp,2026-03-10,2018,1129,JPY,0,0,40.36,22.58,78.7422,3,HIGH,source=amazon_jp_raw.csv,10,10,80.0,allantoin|aqua|cetearyl alcohol|dimethicone|glycerin,2,2,0.6667,fallback_table,built-in,built-in
NIVEA-BODYWASH-TKY-AUTO187,Tokyo,Nivea,Body Wash,Nivea Waterlily & Oil Body Wash,Nivea Men Deep Black Charcoal Body Wash,100,100,Amazon.co.jp,2026-03-10,548,1765,JPY,0,0,5.48,17.65,-68.9518,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,1,1,0.8182,fallback_table,built-in,built-in
NIVEA-BODYWASH-TKY-AUTO187,Tokyo,Nivea,Body Wash,Nivea Waterlily & Oil Body Wash,Nivea Men Deep Black Charcoal Body Wash,100,100,Matsumoto Kiyoshi,2026-03-18,415,415,JPY,0,0,4.15,4.15,0.0,3,HIGH,source=matsumoto_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,1,1,0.8182,fallback_table,built-in,built-in
NIVEA-BODYWASH-TKY-AUTO187,Tokyo,Nivea,Body Wash,Nivea Waterlily & Oil Body Wash,Nivea Men Deep Black Charcoal Body Wash,100,100,Rakuten Japan,2026-03-10,3390,4480,JPY,0,0,33.9,44.8,-24.3304,3,HIGH,source=rakuten_jp_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,1,1,0.8182,fallback_table,built-in,built-in
NIVEA-DEO-TKY-01,Tokyo,Nivea,Deodorant Roll-On,Nivea Pearl & Beauty Roll-On 50ml,Nivea Men Deep Roll-On 50ml,50,50,Matsumoto Kiyoshi,2026-03-18,415,415,JPY,0,0,8.3,8.3,0.0,5,HIGH,source=matsumoto_raw.csv,10,10,90.0,aluminum zirconium tetrachlorohydrex gly|aqua|cyclopentasiloxane|dimethicone|hydrogenated castor oil,1,1,0.8182,fallback_table,built-in,built-in
NIVEA-DEO-TKY-01,Tokyo,Nivea,Deodorant Roll-On,Nivea Pearl & Beauty Roll-On 50ml,Nivea Men Deep Roll-On 50ml,50,50,Rakuten Japan,2026-03-10,4480,4480,JPY,0,0,89.6,89.6,0.0,5,HIGH,source=rakuten_jp_raw.csv,10,10,90.0,aluminum zirconium tetrachlorohydrex gly|aqua|cyclopentasiloxane|dimethicone|hydrogenated castor oil,1,1,0.8182,fallback_table,built-in,built-in
NIVEA-DEODORAN-TKY-AUTO189,Tokyo,Nivea,Deodorant Roll-On,Nivea Pearl & Beauty Roll-On 50ml,Nivea Men Deep Roll-On 50ml,50,50,Amazon.co.jp,2026-03-10,2358,3146,JPY,0,1,47.16,62.92,-25.0477,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,aluminum zirconium tetrachlorohydrex gly|aqua|cyclopentasiloxane|dimethicone|hydrogenated castor oil,1,1,0.8182,fallback_table,built-in,built-in
NIVEA-DEODORAN-TKY-AUTO191,Tokyo,Nivea,Deodorant Spray,Nivea Whitening Deo Spray 150ml,Nivea Men Silver Protect Spray 150ml,150,150,Amazon.co.jp,2026-03-10,2980,1984,JPY,0,1,19.866667,13.226667,50.2016,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,alcohol denat|aluminum chlorohydrate|aqua|butane|cyclopentasiloxane,1,1,0.8182,fallback_table,built-in,built-in
NIVEA-FACIALCL-TKY-AUTO193,Tokyo,Nivea,Facial Cleanser,Nivea Refreshing Face Wash 100ml,Nivea Men All-In-1 Charcoal Face Wash 100ml,100,100,Amazon.co.jp,2026-03-10,396,1210,JPY,1,0,3.96,12.1,-67.2727,3,HIGH,source=amazon_jp_raw.csv,10,10,80.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,2,2,0.6667,fallback_table,built-in,built-in
OLAY-BODYWASH-TKY-AUTO195,Tokyo,Olay,Body Wash,Olay Natural White Body Wash,Olay Men Solutions Body Wash,100,100,Amazon.co.jp,2026-03-10,1572,990,JPY,0,0,15.72,9.9,58.7879,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|glycerin|niacinamide,1,1,0.8182,fallback_table,built-in,built-in
OLAY-FACEMOIS-TKY-AUTO198,Tokyo,Olay,Face Moisturizer,Olay Total Effects Day Cream 50ml,Olay Men Solutions Face Moisturizer 50ml,50,50,Amazon.co.jp,2026-03-10,1980,1320,JPY,0,1,39.6,26.4,50.0,3,HIGH,source=amazon_jp_raw.csv,24,24,100.0,acrylates|aqua|c10-30 alkyl acrylate crosspolymer|carbomer|cetyl alcohol,0,0,1.0,api,OLAY beauty fluid,OLAY beauty fluid
ORALB-TOOTHPAS-TKY-AUTO200,Tokyo,Oral-B,Toothpaste,Oral-B Whitening (100g),Oral-B Pro-Expert Men (100g),100,100,Amazon.co.jp,2026-03-10,3580,1699,JPY,1,0,35.8,16.99,110.7122,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,cellulose gum|glycerin|hydrated silica|sodium fluoride|sodium lauryl sulfate,1,1,0.8182,fallback_table,built-in,built-in
PANTEN-SHAMPOO-TKY-AUTO204,Tokyo,Pantene,Shampoo,Pantene Silky Smooth Shampoo 340ml,Pantene Men Anti-Dandruff Shampoo 340ml,340,340,Amazon.co.jp,2026-03-10,2246,720,JPY,0,0,6.605882,2.117647,211.9444,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|dimethicone|panthenol,1,1,0.8182,fallback_table,built-in,built-in
PANTEN-SHAMPOO-TKY-AUTO205,Tokyo,Pantene,Shampoo,Pantene Silky Smooth Care Shampoo 400ml,Pantene Men Anti-Dandruff Shampoo 400ml,400,400,Amazon.co.jp,2026-03-10,2246,1430,JPY,0,0,5.615,3.575,57.0629,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|dimethicone|panthenol,1,1,0.8182,fallback_table,built-in,built-in
PANTENE-SHAMP-TKY-01,Tokyo,Pantene,Shampoo,Pantene Silky Smooth Care Shampoo 400ml,Pantene Men Anti-Dandruff Shampoo 400ml,400,400,Amazon.co.jp,2026-03-10,720,662,JPY,0,0,1.8,1.655,8.7613,4,HIGH,source=amazon_jp_raw.csv,10,10,90.0,aqua|citric acid|cocamidopropyl betaine|dimethicone|panthenol,1,1,0.8182,fallback_table,built-in,built-in
PARACH-BODYLOTI-TKY-AUTO208,Tokyo,Parachute,Body Lotion,Parachute Advansed Deep Nourish Lotion 400ml,Parachute Men Extra Moisturising 400ml,400,400,Amazon.co.jp,2026-03-10,3127,2648,JPY,0,0,7.8175,6.62,18.0891,3,HIGH,source=amazon_jp_raw.csv,10,10,90.0,aqua|cetearyl alcohol|coconut oil|dimethicone|glycerin,1,1,0.8182,fallback_table,built-in,built-in
PELICA-BARSOAP-TKY-AUTO212,Tokyo,Pelican,Bar Soap,Pelican Soap Uruoi Women (80g),Pelican Soap Men's Clean (80g),80,80,Amazon.co.jp,2026-03-10,1552,1100,JPY,0,0,19.4,13.75,41.0909,3,HIGH,source=amazon_jp_raw.csv,10,10,80.0,aqua|glycerin|horse oil|parfum|sodium chloride,2,2,0.6667,fallback_table,built-in,built-in
POLA-BARSOAP-TKY-AUTO216,Tokyo,Pola,Bar Soap,Pola Aroma Essence Soap Women (100g),Pola Grooming Agency Soap Men (100g),100,100,Amazon.co.jp,2026-03-10,3015,2336,JPY,0,0,30.15,23.36,29.0668,3,HIGH,source=amazon_jp_raw.csv,10,10,70.0,aqua|glycerin|parfum|sodium chloride|sodium cocoate,3,3,0.5385,fallback_table,built-in,built-in
POLA-BARSOAP-TKY-AUTO216,Tokyo,Pola,Bar Soap,Pola Aroma Essence Soap Women (100g),Pola Grooming Agency Soap Men (100g),100,100,Matsumoto Kiyoshi,2026-03-18,415,415,JPY,0,0,4.15,4.15,0.0,3,HIGH,source=matsumoto_raw.csv,10,10,70.0,aqua|glycerin|parfum|sodium chloride|sodium cocoate,3,3,0.5385,fallback_table,built-in,built-in
POLA-BARSOAP-TKY-AUTO216,Tokyo,Pola,Bar Soap,Pola Aroma Essence Soap Women (100g),Pola Grooming Agency Soap Men (100g),100,100,Rakuten Japan,2026-03-10,1000,1842,JPY,0,0,10.0,18.42,-45.7112,3,HIGH,source=rakuten_jp_raw.csv,10,10,70.0,aqua|glycerin|parfum|sodium chloride|sodium cocoate,3,3,0.5385,fallback_table,built-in,built-in
POLA-BODYWASH-TKY-AUTO218,Tokyo,Pola,Body Wash,Pola B.A. Body Wash Women (600ml),Pola Grooming Agency Body Wash Men (500ml),600,500,Amazon.co.jp,2026-03-10,2336,2336,JPY,1,1,3.893333,4.672,-16.6667,3,HIGH,source=amazon_jp_raw.csv,10,10,80.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,2,2,0.6667,fallback_table,built-in,built-in
POLA-BODYWASH-TKY-AUTO218,Tokyo,Pola,Body Wash,Pola B.A. Body Wash Women (600ml),Pola Grooming Agency Body Wash Men (500ml),600,500,Matsumoto Kiyoshi,2026-03-18,415,415,JPY,0,0,0.691667,0.83,-16.6666,3,HIGH,source=matsumoto_raw.csv,10,10,80.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,2,2,0.6667,fallback_table,built-in,built-in
POLA-BODYWASH-TKY-AUTO218,Tokyo,Pola,Body Wash,Pola B.A. Body Wash Women (600ml),Pola Grooming Agency Body Wash Men (500ml),600,500,Rakuten Japan,2026-03-10,1498,3755,JPY,0,0,2.496667,7.51,-66.7554,3,HIGH,source=rakuten_jp_raw.csv,10,10,80.0,aqua|citric acid|cocamidopropyl betaine|glycerin|parfum,2,2,0.6667,fallback_table,built-in,built-in
POLA-FACEMOIS-TKY-AUTO219,Tokyo,Pola,Face Moisturizer,Pola B.A Moisture Cream Women 30ml,Pola Men BA Cream 30ml,30,30,Amazon.co.jp,2026-03-10,1624,1624,JPY,0,0,54.133333,54.133333,0.0,3,HIGH,source=amazon_jp_raw.csv,8,8,87.5,aqua|cetearyl alcohol|dimethicone|glycerin|panthenol,1,1,0.7778,generic_category,generic,generic
POLA-FACEMOIS-TKY-AUTO219,Tokyo,Pola,Face Moisturizer,Pola B.A Moisture Cream Women 30ml,Pola Men BA Cream 30ml,30,30,Matsumoto Kiyoshi,2026-03-18,415,415,JPY,0,0,13.833333,13.833333,0.0,3,HIGH,source=matsumoto_raw.csv,8,8,87.5,aqua|cetearyl alcohol|dimethicone|glycerin|panthenol,1,1,0.7778,generic_category,generic,generic
